,GF,SPF,Pval
UCON18,0.046996563,0.089198367,0
Tigger7,2.771802633,2.794508959,0.03141151
RMER19A,2.414863567,2.479935034,0.268140103
MurSatRep1,3.53282715,3.465351022,3.636737327
ERVB4_1-LTR_MM,0.128029814,0.154119526,0
(CACTC)n,0.316868576,0.388811413,0
(TTTAG)n,0.354108439,0.295347148,0
MamGypLTR1a,0.596597096,0.589055531,0
L2c,3.141039699,3.147890791,0.380383791
RLTR13D3A,1.267540471,1.222612436,0
MER53,1.777240345,1.827058952,0.064186001
RMER6A,2.934479694,2.994424503,0.788434137
MLT1I,1.849454514,1.901741583,0.068401068
MER46C,1.92518681,1.962804833,0.023536343
Charlie20a,1.071619038,0.985785618,0
MER57E2,0.777323234,0.831741834,0
L1Md_F3,2.948335406,3.003234709,0.294243888
RLTR13C3,1.167570494,1.228143608,0
MER44A,1.70530155,1.796560458,0.242513444
RLTR5_Mm,1.216731267,1.081347308,0
UCON17,0.055815028,0,0
MMERVK10C-int,2.602622658,2.659126721,0.147955436
RLTR31B_Mm,1.448838774,1.550375132,0.170111962
MLT1H1-int,0.772426495,0.860577551,0
(GCATG)n,0.300409131,0.224791956,0
L1MC1,2.678869419,2.722367342,0.09012434
(CAACT)n,0,0.031812271,0
IMPB_01,3.057363394,3.039868403,0.134363823
MER67A,0.874233247,0.944383958,0
LTR33A,2.217397453,2.204423882,0.24561493
MLTR25C,1.614294448,1.72218953,0.242304948
RLTR13D2,1.541276059,1.509793728,0.126556038
LTR72_RN,1.65413527,1.642365581,0.094858019
hAT-N1_Mam,1.052254094,1.050611731,0
(CTACG)n,0,0,0
MERVK26-int,1.715143449,1.778614251,0.068610388
ERVB5_2-LTR_MM,1.328903586,1.260357642,0
L4_B_Mam,1.431225871,1.44557307,0
ORR1B1-int,2.553564034,2.593317087,0.045373063
(CACG)n,1.81916776,1.790918195,0.242304948
LTR9D,0.217483944,0.154119526,0
CYRA11_Mm,1.740261154,1.75069349,0.02679728
MLTR31FA_MM,1.675175828,1.695744275,0.004475425
X6B_LINE,1.17489012,1.013932121,0
ERVB3_1-I_MM-int,1.220070712,1.434568904,0
RLTR19D,0.544599508,0.683047038,0
(TGG)n,2.858605078,2.903966377,0.116024713
Eulor9B,0.512074218,0.429106008,0
MamGypLTR3a,0.457449332,0.306210508,0
LTR75,1.08849047,0.925518358,0
(CGGG)n,1.456582909,1.391640703,0
RLTR27,1.656098202,1.665149296,0.04398668
L3,3.20942807,3.200601008,0.786940252
UCON26,0.38789807,0.532754379,0
RLTR12E,2.050953942,2.076604039,0.016370185
L1M5,3.028578224,3.09138695,0.371190244
RLTR10D2,0.820201459,1.038620162,0
MER63A,1.257849928,1.356561221,0
MTEb,2.785087702,2.860340403,1.05515163
MT2B1,2.765746233,2.811599133,0.126076745
(TTTCC)n,1.545041898,1.593330381,0.021292496
Ricksha_c,0.290352659,0.269979677,0
RLTR1F_Mm,1.277510984,1.444013551,0
(GCTTG)n,0.662353021,0.59505509,0
RLTR10B2,1.540329475,1.654157282,0.330256367
L1MD3,2.194085981,2.2835138,0.695389869
Eulor11,0.052529051,0.037426498,0
MER3,2.584996374,2.612379033,0.010578235
(CGGGA)n,0.047552994,0.071882007,0
RMER17B,2.462451479,2.494969523,0.021292496
L4_C_Mam,1.434249452,1.507855872,0
MER77B,1.679453855,1.746774271,0.114526388
L1MEf,2.308689394,2.339741537,0.021292496
MER94B,0.595181173,0.785899028,0
LTR28,0.255617047,0.191451014,0
tRNA-Glu-GAG_,0.82783065,0.906442794,0
tRNA-Arg-CGG,0.587390216,0.709269961,0
(CCAA)n,1.626134979,1.703875777,0.127382604
MER113A,1.20686441,1.1857121,0
(GAATG)n,0.102335682,0.322632712,0
RLTR46A2,0.438881244,0.416307587,0
AT_rich,3.706233121,3.760472545,0.148206261
FAM,0.798847873,0.839478047,0
tRNA-Cys-TGY,0.922428859,0.860577551,0
PB1D11,3.264787812,3.282141563,0.185651085
(CATCG)n,0,0,0
(ATAAG)n,0,0.40790054,0
MLT1K,2.598749873,2.62023186,0.03141151
MER99,1.416069631,1.445728714,0
PB1D9,3.68910378,3.70595193,0.236667895
Charlie16a,1.75679906,1.856825524,0.297909608
Eulor10,0.187520721,0.104487111,0
MT2A,2.951757176,2.952730466,0.332755101
UCON5,0.204894817,0.258158193,0
RLTR45,1.743722492,1.696915281,0.293916023
L1MC2,2.258069161,2.28365847,0.010578235
(CCCCG)n,2.760065811,2.753547824,0.559209328
ERVB2_1A-I_MM-int,1.580354661,1.629837566,0.03141151
Charlie7,1.746155834,1.755722445,0.02679728
Ricksha,1.078767435,0.927678264,0
MER133A,0.257335666,0.288696261,0
RLTR9F,1.063601392,1.172953028,0
(CAGAT)n,0,0,0
X2_LINE,0.322514633,0.605089462,0
Charlie14a,0.702184268,0.878406888,0
MMERVK10D3_LTR,1.366156028,1.34869419,0
(AGATG)n,0.436162647,0,0
(TCTG)n,2.68272126,2.624280033,1.686707459
MLT1I-int,0.292888693,0.217483944,0
ORR1A3-int,2.314430053,2.317821065,0.136600882
L1MB7,3.033060543,3.06943498,0.058740402
(CTCA)n,1.551484852,1.637049208,0.156653433
Lx2A1,2.96453708,3.039953974,0.294749356
Charlie2b,1.824256038,1.89203892,0.126556038
MER89-int,0.117744641,0.180125875,0
(CAG)n,3.227062489,3.207760356,1.0266043
MLT1J1-int,0.163502132,0.188084374,0
HUERS-P3b-int,0.046996563,0,0
RLTR17D_Mm,1.991219745,2.029205153,0.03141151
Lx2B2,2.549775472,2.572739203,0.021292496
(TTCGGG)n,0.888179494,0.928190948,0
MER45A,1.347664495,1.381512175,0
MERV1_I-int,2.296116492,2.292003398,0.242304948
(CGATA)n,0,0,0
SYNREP_MM,0.610051481,0.589949601,0
(CGTAG)n,0,0,0
tRNA-Thr-ACY_,0.241617624,0.180699201,0
ORR1A2,3.199935313,3.240018286,0.126556038
MLT1J2,1.60475047,1.696303956,0.212212299
tRNA-Glu-GAA,0.42089833,0.583878598,0
tRNA-Gly-GGG,0.118217471,0.160768562,0
UCON1,0,0.133538908,0
L1ME3B,1.870228279,1.86353698,0.114526388
(TTTTC)n,2.164471824,2.220045294,0.100982494
LTR101_Mam,1.478174691,1.523173965,0.021292496
RMER6BA,1.757894682,1.79679628,0.025537353
RLTR46,0.056360281,0.036628895,0
(CTTTG)n,0.759775731,0.975339885,0
MamRep1527,0.806664407,0.836956737,0
MLT1C,2.637809829,2.670933869,0.021292496
RLTR26,1.468136252,1.489789789,0
Charlie29a,1.103754866,1.146686056,0
RLTR45-int,2.28992324,2.339053736,0.090113867
MER44C,1.698386417,1.680226699,0.118633307
L1MA6,2.812797848,2.818921,0.126556038
(CCCTA)n,0.046996563,0.094121596,0
B1_Mur4,3.676888966,3.702838616,0.03009817
MLT1D-int,1.192049464,1.295611077,0
LTR85b,0.201397124,0.176091259,0
B1_Mm,3.603312519,3.639882154,0.078976062
RMER17D,1.563498036,1.553737429,0.078976062
(CAGGT)n,0.056360281,0.154119526,0
RLTR20A4,2.584122752,2.608765578,0.021292496
Lx3A,2.636599644,2.650290034,0.114526388
RLTR30E_MM,1.233032391,1.21769446,0
X7B_LINE,1.589534726,1.568881977,0.069985482
MER34,1.434021129,1.461168253,0
MER34-int,0.201787151,0.491641793,0
MLTR12,1.647396943,1.68031738,0.011671197
MLT2D,1.776223675,1.835005304,0.078976062
MER76,1.076120081,1.05053442,0
U14,1.115325167,1.113609151,0
MER45C,1.028803558,1.138618434,0
tRNA-Ala-GCY,0.701321227,0.774078801,0
(CAGAC)n,0.347748075,0.33725954,0
MER72B,0.200224939,0.28780173,0
(CTCTG)n,1.234227947,1.263872677,0
RLTR1A2_MM,1.546648404,1.514255468,0.136600882
(GGAA)n,2.127229791,2.212347438,0.514810605
Kanga1b,1.016675257,1.176901186,0
Eulor6D,0.520015392,0.566083784,0
RMER17A-int,1.177577722,1.308521729,0
(CGAAG)n,0.075546961,0.293141483,0
tRNA-Met_,0.349970956,0.317227349,0
RLTR40,2.24113718,2.283762422,0.02679728
RMER17C,2.458331307,2.517362192,0.24561493
MER66-int,0.178565878,0.183554534,0
tRNA-Trp-TGG,0.51245568,0.493876111,0
MLT1A-int,0.51568465,0.792671789,0
MER58D,1.197122962,1.348577429,0
RLTR35B_MM,1.371226239,1.451817127,0
RLTR12C,2.098040189,2.086701436,0.213931252
RLTR50B,1.557197741,1.31877266,0
Tigger16b,1.462205411,1.517670854,0.02679728
Tigger9b,1.672348594,1.708454894,0.014699464
L1ME4c,1.7889659,1.779582063,0.1144582
Lx9,3.392774562,3.431430673,0.081855508
(ACCG)n,0.110108498,0.286905353,0
MER92C,0.480212332,0.683047038,0
GC_rich,3.840479621,3.813386814,1.341654191
MLTR11A,2.425229027,2.451513189,0.015656778
MT-int,2.191147485,2.05193933,0.53004906
Mam_R4,0.745632366,0.669316881,0
ERVB4_1C-LTR_Mm,2.439276288,2.339173086,2.574390727
Zaphod3,1.320650642,1.359152211,0
L1MEi,1.256889479,1.323499608,0
(TC)n,2.869924529,2.868097553,0.517570089
LTR27C,0,0,0
MER68-int,0.997698355,1.042654253,0
L1M3b,1.197398717,1.195622944,0
RMER16-int,2.12583432,2.209397042,0.468532651
(CTAGT)n,0.046996563,0.108565024,0
RLTR18-int,1.559085458,1.548512256,0.077259302
(TTAGGG)n,1.02219263,1.086217416,0
MER119,1.644607379,1.660713733,0.021292496
Charlie17a,0.847836963,0.878636673,0
MER2,2.912004057,2.947789443,0.04398668
MLT2E,0.650723713,0.599664779,0
Lx2A,1.558228422,1.637589786,0.078976062
(CCCGA)n,0.047552994,0.071882007,0
Tigger8,0.958154171,1.031327658,0
(TAA)n,1.781909171,1.904163538,0.514810605
LTR37A,1.267004015,1.362783963,0
MER66C,0.295095639,0.13289977,0
Ricksha_c,1.033710892,1.07070266,0
MARINER1_EC,0,0,0
RLTR28,2.549055837,2.556796832,0.137211418
tRNA-Ala-GCA,1.693802297,1.682686478,0.092306216
HERVL74-int,0.887697658,1.200905192,0
RLTR44E,1.145551548,1.19368103,0
MER31-int,0.839298438,0.568670978,0
(CACTG)n,0.803066739,0.833019547,0
L1VL2,2.820931084,2.889200822,0.741640111
(AATTG)n,0,0.061452479,0
tRNA-Arg-AGG,0.11107039,0.277379975,0
(CAGGC)n,0.856815171,0.851869601,0
Tigger12A,0.630427875,0.761175813,0
L1P5,1.039414119,1.0786018,0
UCON11,0.534207478,0.425208051,0
LTR16B2,1.240976914,1.217431299,0
RMER5,2.711975854,2.757528119,0.158401126
(TTTTTG)n,2.533882769,2.583323488,0.127843047
MER110,0.736282649,0.602494069,0
Lx3_Mus,2.709703554,2.729333289,0.058204768
RLTR10-int,2.836984732,2.836535514,0.260756916
MTC,3.423860942,3.464576278,0.113494904
RLTR41B,1.108275011,1.222508376,0
MER72,0,0,0
ORR1D1,3.237851326,3.281499699,0.211092505
7SLRNA,5.110254135,5.065989446,0.900841232
LTR82A,1.40651585,1.451233624,0
RMER16A2,1.310935952,1.354108439,0
RMER17C-int,1.904089265,1.881453134,0.138637889
ERVB5_1-I_MM-int,1.380779589,1.350519368,0
U2,3.045279938,3.180571415,0.214291279
(CGAT)n,0.305044122,0.071882007,0
tRNA-Thr-ACY,0.360647501,0.556543708,0
(TTCTCC)n,1.685895218,1.674861141,0.105957088
X6A_LINE,1.199559293,1.086715664,0
LTR16A2,1.160768562,1.257294498,0
RLTR13D4,1.009086504,1.038858502,0
(GCGTG)n,0.617449689,0.612571954,0
RLTR13D5,1.654121512,1.645756214,0.070219208
MER117,1.690803414,1.725225362,0.021292496
Helitron2Na_Mam,0.620582172,0.720985744,0
Ricksha_b,0.039697324,0,0
(TTACG)n,0,0,0
(ATTTG)n,0.443374761,0.385606274,0
MER115,1.399772582,1.348966512,0
T-rich,3.330514363,3.354005042,0.02679728
LTR50,2.216893203,2.15136372,0.750174488
RLTR20B4_MM,1.630137183,1.583448167,0.242304948
(TAGA)n,2.378885657,2.377102172,0.213931252
LTR31,1.223644253,1.219217657,0
RMER21A,2.379673211,2.351788579,0.769048103
LTR52,0.709512245,0.789580712,0
Lx5,3.426059304,3.390751111,4.78852683
L1ME4b,2.283666219,2.357614723,0.330256367
B4A,4.037509649,4.058027992,0.126556038
tRNA-Asn-AAC,0.735028285,0.79000352,0
(CTTTA)n,0.02413368,0.089198367,0
RLTR6-int,2.628029667,2.632009607,0.242304948
(GGAGA)n,1.541151157,1.549542728,0.021292496
ERVB4_2-LTR_MM,0.426743567,0.441223674,0
(GTGTG)n,1.009632977,1.0523091,0
MusHAL1,2.335151164,2.355857464,0.02679728
RMER12C,2.242832375,2.246493657,0.114526388
Helitron1Na_Mam,0.801305686,0.668012972,0
RLTR11D,1.702418226,1.77563957,0.126556038
tRNA-Gln-CAA,0.30810686,0.375480715,0
MuLV-int,4.091226613,4.098705665,0.073599645
MLT1N2-int,0.02413368,0,0
(ACCTG)n,0.271841607,0.225825991,0
MER103C,1.925090983,1.924475708,0.081481882
(GGGAGA)n,1.255134612,1.249002575,0
ORSL,1.003214264,1.017784353,0
B1F,3.706500764,3.720843708,0.361673088
(GGA)n,2.885101018,2.884286596,0.242751923
Tigger17,1.695956739,1.739746344,0.02679728
MER45R,1.790908154,1.741702984,0.240184227
L1MA4,2.685001721,2.711733013,0.014699464
MER97c,0.5940767,0.379849179,0
L1MA9,2.275245522,2.311495326,0.021292496
tRNA-Met-i,0.64274708,0.686814955,0
MER5B,2.470830343,2.507505057,0.03141151
IAPEz-int,3.69287171,3.729242405,0.03141151
MER87,0.506311712,0.421274791,0
(TCGTG)n,0,0,0
tRNA-Ser-TCG,0.67669361,0.748188027,0
MER91B,1.504296061,1.521739401,0.004475425
RLTR41A2,1.040941236,1.117337595,0
RLTR11A,2.559614262,2.63447727,0.560913833
(CCCCCG)n,1.57601209,1.540179261,0.125408144
LTR64,0,0.036628895,0
MTE2a-int,1.94223489,1.961952364,0.025821794
Tigger20a,1.301649974,1.256717746,0
RLTR12G,1.696293968,1.659231433,0.23370083
AmnSINE1,2.332971982,2.35449644,0.021292496
Eulor6C,0.02413368,0,0
Tigger17c,1.745431722,1.747846662,0.070219208
tRNA-Val-GTA,0.301340095,0.442793226,0
L1_Mm,3.395097389,3.325587082,1.825618622
RLTR47_MM,0.201397124,0,0
Charlie12,1.655824199,1.77633791,0.509341131
ERVB4_3-I_MM-int,0.861107502,0.910090546,0
MamTip3,0.919974161,0.836703799,0
MLT2B1,1.8444683,1.794850388,0.173510975
LTR10_RN,1.918681739,1.942771739,0.018921313
LTR16B1,1.003460532,1.272908613,0
